year,type,title,note,journal,doi,author,ENTRYTYPE,ID
1993,InProceedings,mutation analysis using mutant schemata,187,Unknown Venue,10.1145/154183.154265,Untch R.H.,article,RRexportRolandH.Untch1993
1992,Journal,bundle event stuctures: a non-interleaving semantics for lotos,0,Unknown Venue,None,Langerak R.,article,RRexportRomanusLangerak1992
1989,Journal,a testing theory for lotos using deadlock detection,69,Unknown Venue,None,Langerak R.,article,RRexportRomLangerak1989
1992,InProceedings,bundle event structures: a non-interleaving semantics for lotos,81,Formal Techniques for (Networked and) Distributed Systems,None,Langerak R.,article,RRexportRomLangerak1992
1999,Book,a complete finite prefix for process algebra,26,LNCS,10.1007/3-540-48683-6_18,Langerak R.,article,RRexportRomLangerak1999
1991,Journal,efficiently computing static single assignment form and the control dependence graph,2259,ACM Transactions on Programming Languages and Systems,10.1145/115372.115320,Cytron R.,article,RRexportRonCytron1991
1990,Journal,specifying real-time properties with metric temporal logic,1171,Real-Time Systems,10.1007/bf01995674,Koymans R.,article,RRexportRonKoymans1990
2003,InProceedings,expert system based automatic network fault management system,1,Unknown Venue,10.1109/cmpsac.1989.65178,Yeh S.W.,article,RRexportS.-W.Yeh2003
2004,Journal,model-based performance prediction in software development: a survey,774,IEEE Transactions on Software Engineering,10.1109/tse.2004.9,Balsamo S.,article,RRexportS.Balsamo2004
1996,Book,mutation testing applied to validate specifications based on petri nets,69,IFIP advances in information and communication technology,10.1007/978-0-387-34945-9_24,Fabbri S.C.P.F.,article,RRexportS.C.P.F.Fabbri1996
2003,InProceedings,mutation testing applied to validate specifications based on statecharts,126,Unknown Venue,10.1109/issre.1999.809326,Fabbri S.,article,RRexportS.C.P.F.Fabbri2003
2003,InProceedings,proteum/fsm: a tool to support finite state machine validation based on mutation testing,62,Unknown Venue,10.1109/sccc.1999.810159,Fabbri S.,article,RRexportS.C.P.F.Fabbri2003
2002,InProceedings,mutation analysis testing for finite state machines,146,Unknown Venue,10.1109/issre.1994.341378,Fabbri S.P.F.,article,RRexportS.C.PintoFerrazFabbri2002
1991,Journal,test selection based on finite state models,564,IEEE Transactions on Software Engineering,10.1109/32.87284,Fujiwara S.,article,RRexportS.Fujiwara1991
1999,InProceedings,model-based testing in practice,514,Unknown Venue,10.1145/302405.302640,Dalal S.R.,article,RRexportS.R.Dalal1999
1985,Journal,selecting software test data using data flow information,1100,IEEE Transactions on Software Engineering,10.1109/tse.1985.232226,Rapps S.,article,RRexportS.Rapps1985
1999,InProceedings,criteria for testing exception-handling constructs in java programs,67,Unknown Venue,10.1109/icsm.1999.792624,Sinha S.,article,RRexportS.Sinha1999
2010,Book,a conformance testing relation for symbolic timed automata,15,LNCS,10.1007/978-3-642-15297-9_19,Styp S.V.,article,RRexportSabrinavonStyp2010
2004,Book,state/event-based software model checking,149,LNCS,10.1007/978-3-540-24756-2_8,Chaki S.,article,RRexportSagarChaki2004
2003,Book,distributed diagnosis of discrete-event systems using petri nets,86,LNCS,10.1007/3-540-44919-1_21,Genc S.,article,RRexportSahikaGenc2003
2003,Book,distributed diagnosis of discrete-event systems using petri nets,86,LNCS,10.1007/3-540-44919-1_21,Genc S.,article,RRexportSahikaGenc2003
2010,InProceedings,adapting component behaviours using interface automata,10,Unknown Venue,10.1109/seaa.2010.34,Chouali S.,article,RRexportSamirChouali2010
2006,InProceedings,multiple fault models for timed fsms,2,2005 IEEE Instrumentationand Measurement Technology Conference Proceedings,10.1109/imtc.2006.328260,Batth S.S.,article,RRexportSamratS.Batth2006
1987,Journal,observation equivalence as a testing equivalence,205,Theoretical Computer Science,10.1016/0304-3975(87)90065-x,Abramsky S.,article,RRexportSamsonAbramsky1987
2010,Journal,finding bugs in web applications using dynamic test generation and explicit-state model checking,157,IEEE Transactions on Software Engineering,10.1109/tse.2010.31,Artzi S.,article,RRexportSArtzi2010
2008,Book,hol-boogie -- an interactive prover for the boogie program-verifier,29,LNCS,10.1007/978-3-540-71067-7_15,Böhme S.,article,RRexportSaschaBöhme2008
2009,Journal,hol-boogie--an interactive prover-backend for the verifying c compiler,34,Journal of Automated Reasoning,10.1007/s10817-009-9142-9,Böhme S.,article,RRexportSaschaBöhme2009
2002,Book,verifying bdd algorithms through monadic interpretation,16,LNCS,10.1007/3-540-47813-2_13,Krstić S.,article,RRexportSavaKrstić2002
2012,Book,moving from specifications to contracts in component-based design,104,LNCS,10.1007/978-3-642-28872-2_3,Bauer S.S.,article,RRexportSebastianS.Bauer2012
2006,Journal,software estimation in the maintenance context,38,ACM SIGSOFT Software Engineering Notes,10.1145/1118537.1118540,Diev S.,article,RRexportSergeyDiev2006
2004,Book,"formal techniques, modelling and analysis of timed and fault-tolerant systems",81,Unknown Venue,None,Yovine S.,article,RRexportSergioYovine2004
2002,Book,performance analysis of component-based applications,37,LNCS,10.1007/3-540-45652-x_19,Yacoub S.,article,RRexportSherifYacoub2002
2007,Journal,an analysis approach for testing exception handling programs,17,ACM SIGPLAN Notices,10.1145/1288258.1288259,Jiang S.,article,RRexportShujuanJiang2007
2002,Journal,negotiable interfaces for components,5,The Journal of Object Technology,10.5381/jot.2002.1.3.a14,Kent S.D.,article,RRexportSimonD.Kent2002
2009,Book,"modeling, verification and testing using timed and hybrid automata",12,"Computational analysis, synthesis, and design of dynamic models series",10.1201/9781420067859-c13,Tripakis S.,article,RRexportStavrosTripakis2009
2007,Book,testing input/output partial order automata,35,LNCS,10.1007/978-3-540-73066-8_12,Haar S.,article,RRexportStefanHaar2007
2002,Journal,model-checking pushdown systems,211,Unknown Venue,None,Schwoon S.,article,RRexportStefanSchwoon2002
2008,Book,deriving input partitions from uml models for automatic test generation,28,LNCS,10.1007/978-3-540-69073-3_17,Weißleder S.,article,RRexportStephanWeißleder2008
2003,Book,the maude ltl model checker and its implementation,77,LNCS,10.1007/3-540-44829-2_16,Eker S.,article,RRexportStevenEker2003
1996,Book,metaedit+: a fully configurable multi-user and multi-tool case and came environment,314,Notes on numerical fluid mechanics and multidisciplinary design,10.1007/3-540-61292-0_1,Kelly S.,article,RRexportStevenKelly1996
1999,Book,concurrent and real-time systems: the csp approach,438,Unknown Venue,None,Schneider S.,article,RRexportSteveSchneider1999
1999,Journal,petri net languages and infinite subsets of nm,32,Journal of Computer and System Sciences,10.1006/jcss.1999.1634,Gaubert S.,article,RRexportStéphaneGaubert1999
1994,Journal,probabilistic diagnosis of multiprocessor systems,59,ACM Computing Surveys,10.1145/174666.174669,Lee S.,article,RRexportSungguLee1994
1997,Book,interoperability test suite derivation for symmetric communication protocols,21,Springer eBooks,10.1007/978-0-387-35271-8_4,Kang S.,article,RRexportSungwonKang1997
2007,InProceedings,web services choreography and orchestration in reo and constraint automata,62,Unknown Venue,10.1145/1244002.1244085,Meng S.,article,RRexportSunMeng2007
1995,Book,test selection based on finite state models,214,IEEE Computer Society Press eBooks,None,Fujiwara S.,article,RRexportSusumuFujiwara1995
2005,Book,featurec++: on the symbiosis of feature-oriented and aspect-oriented programming,187,LNCS,10.1007/11561347_10,Apel S.,article,RRexportSvenApel2005
2008,Book,superimposition: a language-independent approach to software composition,60,Software Composition,10.1007/978-3-540-78789-1_2,Apel S.,article,RRexportSvenApel2008
2009,Book,model superimposition in software product lines,98,LNCS,10.1007/978-3-642-02408-5_2,Apel S.,article,RRexportSvenApel2009
2010,Journal,type safety for feature-oriented product lines,112,Automated Software Engineering,10.1007/s10515-010-0066-8,Apel S.,article,RRexportSvenApel2010
2010,InProceedings,detecting dependences and interactions in feature-oriented design,59,Unknown Venue,10.1109/issre.2010.11,Apel S.,article,RRexportSvenApel2010
2010,Journal,an algebraic foundation for automatic feature-based program synthesis,58,Science of Computer Programming,10.1016/j.scico.2010.02.001,Apel S.,article,RRexportSvenApel2010
2006,Book,interpreting invariant composition in the b method using the spec# ownership relation: a way to explain and relax b restrictions,12,LNCS,10.1007/11955757_4,Boulmé S.,article,RRexportSylvainBoulmé2006
2009,Book,equivalence of deterministic nested word to word transducers,23,LNCS,10.1007/978-3-642-03409-1_28,Staworko S.,article,RRexportSławomirStaworko2009
1994,Journal,symbolic model checking for real-time systems,844,Information and Computation,10.1006/inco.1994.1045,Henzinger T.,article,RRexportT.A.Henzinger1994
1999,InProceedings,a modular tool for test generation for real-time systems,3,Unknown Venue,10.1049/ic:19990009,Glover T.,article,RRexportT.Glover1999
2004,InProceedings,fault tolerant design for x-by-wire vehicle,9,Society of Instrument and Control Engineers of Japan,10.11499/sicep.2004.0_124_5,Hiraoka T.,article,RRexportT.Hiraoka2004
1987,Journal,a new macroeconomic forecasting and policy evaluation method using the analytic hierarchy process,54,Mathematical Modelling,10.1016/0270-0255(87)90479-9,Saaty T.,article,RRexportT.L.Saaty1987
1978,Journal,testing software design modeled by finite-state machines,1418,IEEE Transactions on Software Engineering,10.1109/tse.1978.231496,Chow T.,article,RRexportT.S.Chow1978
2005,InProceedings,scoped types for real-time java,66,Unknown Venue,10.1109/real.2004.51,Zhao T.,article,RRexportT.Zhao2005
2004,Book,mutation testing applied to validate sdl specifications,58,LNCS,10.1007/978-3-540-24704-3_13,Sugeta T.,article,RRexportTatianaSugeta2004
1999,Book,generating test cases for a timed i/o automaton model,99,IFIP advances in information and communication technology,10.1007/978-0-387-35567-2_13,Higashino T.,article,RRexportTeruoHigashino1999
2010,Book,ecoop 2010 – object-oriented programming,170,LNCS,10.1007/978-3-642-14107-2,D'Hondt T.,article,RRexportTheoD'Hondt2010
1999,Book,test generation derived from model-checking,107,LNCS,10.1007/3-540-48683-6_12,Jéron T.,article,RRexportThierryJéron1999
2006,Book,symbolic determinisation of extended automata,13,Springer eBooks,10.1007/978-0-387-34735-6_18,Jéron T.,article,RRexportThierryJéron2006
2009,Journal,symbolic model-based test selection,35,Electronic Notes in Theoretical Computer Science,10.1016/j.entcs.2009.05.051,Jéron T.,article,RRexportThierryJéron2009
2007,Journal,formal methods in safety-critical railway systems,50,Unknown Venue,None,lecomte T.,article,RRexportthierrylecomte2007
2002,InProceedings,lazy abstraction,1174,Unknown Venue,10.1145/503272.503279,Henzinger T.A.,article,RRexportThomasA.Henzinger2002
2002,Journal,lazy abstraction,166,ACM SIGPLAN Notices,10.1145/565816.503279,Henzinger T.A.,article,RRexportThomasA.Henzinger2002
2003,Book,software verification with blast,424,LNCS,10.1007/3-540-44829-2_17,Henzinger T.A.,article,RRexportThomasA.Henzinger2003
2005,Book,a theory of predicate-complete test coverage and generation,108,LNCS,10.1007/11561163_1,Ball T.,article,RRexportThomasBall2005
2008,InProceedings,model-based schedulability analysis of safety critical hard real-time java programs,49,Unknown Venue,10.1145/1434790.1434807,Bøgholm T.,article,RRexportThomasBøgholm2008
2014,Book,fdr3 — a modern refinement checker for csp,212,LNCS,10.1007/978-3-642-54862-8_13,Robinson T.G.,article,RRexportThomasGibson-Robinson2014
2011,InProceedings,secure the clones: static enforcement of policies for secure object copying,5,HAL (Le Centre pour la Communication Scientifique Directe),None,Jensen T.,article,RRexportThomasJensen2011
1982,Book,decision making for leaders: the analytical hierarchy process for decisions in a complex world,1692,Unknown Venue,None,Saaty T.L.,article,RRexportThomasL.Saaty1982
1990,Journal,how to make a decision: the analytic hierarchy process,8682,European Journal of Operational Research,10.1016/0377-2217(90)90057-i,Saaty T.L.,article,RRexportThomasL.Saaty1990
1991,Book,"prediction, projection and forecasting : applications of the analytic hierarchy process in economics, finance, politics, games and sports",114,Kluwer Academic Pub. eBooks,None,Saaty T.L.,article,RRexportThomasL.Saaty1991
2008,Journal,decision making with the analytic hierarchy process,9064,International Journal of Services Sciences,10.1504/ijssci.2008.017590,Saaty T.L.,article,RRexportThomasL.Saaty2008
2012,Book,"models, methods, concepts & applications of the analytic hierarchy process",1973,International series in management science/operations research/International series in operations research & management science,10.1007/978-1-4614-3597-6,Saaty T.L.,article,RRexportThomasL.Saaty2012
1977,Journal,a scaling method for priorities in hierarchical structures,9573,Journal of Mathematical Psychology,10.1016/0022-2496(77)90033-5,Saaty T.L.,article,RRexportThomasLSaaty1977
1984,Journal,the legitimacy of rank reversal,175,Omega,10.1016/0305-0483(84)90052-5,Saaty T.L.,article,RRexportThomasLSaaty1984
2009,Book,constraint handling rules,107,Unknown Venue,10.1017/cbo9780511609886,Frühwirth T.,article,RRexportThomFrühwirth2009
2002,Book,system design with systemc,807,Unknown Venue,None,Grotker T.,article,RRexportThorstenGrotker2002
1978,InProceedings,the design of a prototype mutation system for program testing,90,AFIPS conference proceedings,None,Budd T.A.,article,RRexportTimothyA.Budd1978
1978,InProceedings,the design of a prototype mutation system for program testing,90,AFIPS conference proceedings,None,Budd T.A.,article,RRexportTimothyA.Budd1978
1978,InProceedings,the design of a prototype mutation system for program testing,90,AFIPS conference proceedings,None,Budd T.A.,article,RRexportTimothyA.Budd1978
1985,Journal,program testing by specification mutation,91,Computer Languages,10.1016/0096-0551(85)90011-6,Budd T.A.,article,RRexportTimothyA.Budd1985
2000,Book,combinations of model checking and theorem proving,32,LNCS,10.1007/10720084_11,Uribe T.E.,article,RRexportTomásE.Uribe2000
1985,Book,communicating sequential processes,9147,Unknown Venue,None,Hoare T.,article,RRexportTonyHoare1985
1995,Book,testing software design modeled by finite-state machines,41,IEEE Computer Society Press eBooks,None,Chow T.S.,article,RRexportTsunS.Chow1995
1998,Journal,an introduction to history dependent automata,50,Electronic Notes in Theoretical Computer Science,10.1016/s1571-0661(05)80696-6,Montanari U.,article,RRexportUgoMontanari1998
2002,Book,object modeling with the ocl,84,LNCS,10.1007/3-540-45669-4,Author U.,article,RRexportUnknownAuthor2002
2003,Book,abstract state machines 2003,79,LNCS,10.1007/3-540-36498-6,Author U.,article,RRexportUnknownAuthor2003
2003,Journal,formalizing java-mac,5,Electronic Notes in Theoretical Computer Science,10.1016/s1571-0661(04)81048-x,Sammapun U.,article,RRexportUsaSammapun2003
2005,Journal,analyzing alternatives in reverse logistics for end-of-life computers: anp and balanced scorecard approach,481,Computers & Industrial Engineering,10.1016/j.cie.2005.01.017,Ravi V.,article,RRexportV.Ravi2005
2004,Journal,specification mutation for test generation and analysis,26,Unknown Venue,None,Okun V.,article,RRexportVadimOkun2004
2008,InProceedings,coercion-resistant tallying for stv voting,30,Conference on Electronic voting technology/workshop on trustworthy elections,None,Teague V.,article,RRexportVanessaTeague2008
1995,Book,the book of traces,510,WORLD SCIENTIFIC eBooks,10.1142/2563,Diekert V.,article,RRexportVDiekert1995
2006,Journal,merged processes: a new condensed representation of petri net behaviour,44,Acta Informatica,10.1007/s00236-006-0023-y,Khomenko V.,article,RRexportVictorKhomenko2006
2003,Journal,unitesk: model based testing in industrial practice,14,Unknown Venue,None,Kuliamin V.V.,article,RRexportVictorV.Kuliamin2003
2008,Book,subpolyhedra: a (more) scalable approach to infer linear inequalities,65,LNCS,10.1007/978-3-540-93900-9_20,Laviron V.,article,RRexportVincentLaviron2008
1999,Journal,software selection: a case study of the application of the analytical hierarchical process to the selection of a multimedia authoring system,190,Information & Management,10.1016/s0378-7206(99)00021-x,Lai V.S.,article,RRexportVincentS.Lai1999
2000,Book,an approach to symbolic test generation,103,LNCS,10.1007/3-540-40911-4_20,Rusu V.,article,RRexportVladRusu2000
1996,Journal,models for concurrency: towards a classification,88,Theoretical Computer Science,10.1016/s0304-3975(96)00011-4,Sassone V.,article,RRexportVSassone1996
2002,Journal,partial order semantics and read arcs,75,Theoretical Computer Science,10.1016/s0304-3975(01)00234-1,Vogler W.,article,RRexportWalterVogler2002
1994,InProceedings,automatic verification of real-time communicating systems by constraint-solving,86,Formal Techniques for (Networked and) Distributed Systems,None,Yi W.,article,RRexportWangYi1994
1995,Book,automatic verification of real-time communicating systems by constraint-solving,94,IFIP advances in information and communication technology,10.1007/978-0-387-34878-0_18,Yi W.,article,RRexportWangYi1995
1994,Journal,smarts and smarter: improved simple methods for multiattribute utility measurement,1051,Organizational Behavior and Human Decision Processes,10.1006/obhd.1994.1087,Edwards W.,article,RRexportWardEdwards1994
2007,InProceedings,passive online rogue access point detection using sequential hypothesis testing with tcp ack-pairs,96,Unknown Venue,10.1145/1298306.1298357,Wei W.,article,RRexportWeiWei2007
2005,Journal,universes: lightweight ownership for jml,176,The Journal of Object Technology,10.5381/jot.2005.4.8.a1,Dietl W.,article,RRexportWernerDietl2005
2007,InProceedings,generic universe types,96,Unknown Venue,10.5555/2394758.2394763,Dietl W.,article,RRexportWernerDietl2007
2013,Journal,generating test cases for real-time systems based on symbolic models,15,IEEE Transactions on Software Engineering,10.1109/tse.2013.13,Andrade W.L.,article,RRexportWilkersonL.Andrade2013
2013,Book,divergent quiescent transition systems,13,LNCS,10.1007/978-3-642-38916-0_13,Stokkink W.G.J.,article,RRexportWillemG.J.Stokkink2013
2004,InProceedings,test input generation with java pathfinder,497,Unknown Venue,10.1145/1007512.1007526,Visser W.,article,RRexportWillemVisser2004
2005,Book,automatic validation of transformation rules for java verification against a rewriting semantics,27,LNCS,10.1007/11591191_29,Ahrendt W.,article,RRexportWolfgangAhrendt2005
2009,Book,a verification system for distributed objects with asynchronous method calls,12,LNCS,10.1007/978-3-642-10373-5_20,Ahrendt W.,article,RRexportWolfgangAhrendt2009
2009,Book,a verification system for distributed objects with asynchronous method calls,12,LNCS,10.1007/978-3-642-10373-5_20,Ahrendt W.,article,RRexportWolfgangAhrendt2009
2010,Journal,a system for compositional verification of asynchronous objects,40,Science of Computer Programming,10.1016/j.scico.2010.08.003,Ahrendt W.,article,RRexportWolfgangAhrendt2010
2010,Journal,model-based quality assurance of protocol documentation: tools and methodology,122,Software Testing Verification and Reliability,10.1002/stvr.427,Grieskamp W.,article,RRexportWolfgangGrieskamp2010
2003,Book,systemc: methodologies and applications,146,Kluwer Academic Publishers eBooks,None,Müller W.,article,RRexportWolfgangMüller2003
2006,Book,an asm based systemc simulation semantics,27,Kluwer Academic Publishers eBooks,10.1007/0-306-48735-7_4,Müller W.,article,RRexportWolfgangMüller2006
2005,Journal,abstractions for model-based testing,55,Electronic Notes in Theoretical Computer Science,10.1016/j.entcs.2004.02.086,Prenninger W.,article,RRexportWolfgangPrenninger2005
1992,Journal,compiling real-time specifications into extended automata,130,IEEE Transactions on Software Engineering,10.1109/32.159837,Nicollin X.,article,RRexportX.Nicollin1992
1992,Book,an overview and synthesis on timed process algebras,76,LNCS,10.1007/3-540-55179-4_36,Nicollin X.,article,RRexportXavierNicollin1992
2007,InProceedings,kiasan/kunit: automatic test case generation and analysis feedback for open object-oriented systems,35,Unknown Venue,10.1109/taic.part.2007.32,Deng X.,article,RRexportXianghuaDeng2007
2006,Journal,verification approach of metropolis design framework for embedded systems,10,International Journal of Parallel Programming,10.1007/s10766-005-0002-x,Chen X.,article,RRexportXiChen2006
2008,Journal,fault masking by multiple timing faults in timed efsm models,12,Computer Networks,10.1016/j.comnet.2008.10.025,Wang Y.,article,RRexportY.Wang2008
2009,InProceedings,automatic synthesis of computation interference constraints for relative timing verification,26,Unknown Venue,10.1109/iccd.2009.5413183,Xu Y.,article,RRexportYangXu2009
2004,InProceedings,securing web application code by static analysis and runtime protection,570,Unknown Venue,10.1145/988672.988679,Huang Y.W.,article,RRexportYao-WenHuang2004
2005,InProceedings,static approximation of dynamically generated web pages,258,Unknown Venue,10.1145/1060745.1060809,Minamide Y.,article,RRexportYasuhikoMinamide2005
2003,Journal,problems in the information dissemination of the internet routing,3,Journal of Computer Science and Technology,10.1007/bf02948879,Zhao Y.,article,RRexportYixinZhao2003
2002,Book,a simple and practical approach to unit testing: the jml and junit way,225,LNCS,10.1007/3-540-47993-7_10,Cheon Y.,article,RRexportYoonsikCheon2002
2005,Journal,model variables: cleanly supporting abstraction in design by contract,121,Software Practice and Experience,10.1002/spe.649,Cheon Y.,article,RRexportYoonsikCheon2005
2006,InProceedings,producing scheduling that causes concurrent programs to fail,20,Unknown Venue,10.1145/1147403.1147410,Asher Y.B.,article,RRexportYosiBen-Asher2006
2005,Journal,mujava: an automated class mutation system: research articles,64,Software Testing Verification and Reliability,None,Ma Y.S.,article,RRexportYu-SeungMa2005
2010,Journal,an analysis and survey of the development of mutation testing,1604,IEEE Transactions on Software Engineering,10.1109/tse.2010.62,Jia Y.,article,RRexportYueJia2010
1995,Book,step: the stanford temporal prover,144,LNCS,10.1007/3-540-59293-8_237,Manna Z.,article,RRexportZoharManna1995
2009,Unknown,reasoning about data abstraction in contract languages,14,Unknown Venue,10.3929/ethz-a-005916525,Darvas Ã.P.,article,RRexportÃdÃ¡mPÃ©terDarvas2009
2008,Journal,loop detection in term rewriting using the eliminating unfoldings,26,Theoretical Computer Science,10.1016/j.tcs.2008.05.013,Payet É.,article,RRexportÉtiennePayet2008
